DATE,CLOSE
21-JAN-2020,228.45
20-JAN-2020,232.5
17-JAN-2020,240.85
16-JAN-2020,243.85
15-JAN-2020,231.25
14-JAN-2020,236.55
13-JAN-2020,232.9
10-JAN-2020,221.45
09-JAN-2020,218.7
08-JAN-2020,216.95
07-JAN-2020,222.45
06-JAN-2020,218.65
03-JAN-2020,226.6
02-JAN-2020,231.8
01-JAN-2020,223.75
31-DEC-2019,213.95
30-DEC-2019,213.25
27-DEC-2019,214.8
26-DEC-2019,213.35
24-DEC-2019,208.4
23-DEC-2019,209.8
20-DEC-2019,207.1
19-DEC-2019,209.4
18-DEC-2019,212.1
17-DEC-2019,214.65
16-DEC-2019,216.4
13-DEC-2019,211.5
12-DEC-2019,209.15
11-DEC-2019,205.4
10-DEC-2019,207.7
09-DEC-2019,221.5
06-DEC-2019,219.5
05-DEC-2019,219.25
04-DEC-2019,220.45
03-DEC-2019,224.85
02-DEC-2019,209.7
29-NOV-2019,214.95
28-NOV-2019,195.3
27-NOV-2019,193.0
26-NOV-2019,196.45
25-NOV-2019,190.65
22-NOV-2019,180.25
21-NOV-2019,181.1
20-NOV-2019,173.25
19-NOV-2019,175.85
18-NOV-2019,178.3
15-NOV-2019,178.35
14-NOV-2019,178.75
13-NOV-2019,183.65
11-NOV-2019,184.8
08-NOV-2019,183.5
07-NOV-2019,184.75
06-NOV-2019,179.4
05-NOV-2019,181.85
04-NOV-2019,186.4
01-NOV-2019,184.9
31-OCT-2019,187.75
30-OCT-2019,186.4
29-OCT-2019,187.4
27-OCT-2019,190.8
25-OCT-2019,188.1
24-OCT-2019,188.6
23-OCT-2019,192.8
22-OCT-2019,189.75
18-OCT-2019,188.0
17-OCT-2019,181.65
16-OCT-2019,190.4
15-OCT-2019,190.7
14-OCT-2019,193.25
11-OCT-2019,194.5
10-OCT-2019,187.05
09-OCT-2019,177.9
07-OCT-2019,182.6
04-OCT-2019,188.95
03-OCT-2019,192.35
01-OCT-2019,196.15
30-SEP-2019,189.0
27-SEP-2019,190.85
26-SEP-2019,187.9
25-SEP-2019,194.6
24-SEP-2019,202.45
23-SEP-2019,207.9
20-SEP-2019,207.0
19-SEP-2019,201.85
18-SEP-2019,205.4
17-SEP-2019,204.75
16-SEP-2019,215.6
13-SEP-2019,208.6
12-SEP-2019,208.6
11-SEP-2019,205.1
09-SEP-2019,228.7
06-SEP-2019,285.85
05-SEP-2019,288.65
04-SEP-2019,281.25
03-SEP-2019,289.6
30-AUG-2019,289.55
29-AUG-2019,289.8
28-AUG-2019,290.7
27-AUG-2019,310.6
26-AUG-2019,286.25
23-AUG-2019,272.2
22-AUG-2019,265.25
21-AUG-2019,278.95
20-AUG-2019,292.2
19-AUG-2019,299.3
16-AUG-2019,297.45
14-AUG-2019,303.35
13-AUG-2019,308.1
09-AUG-2019,321.6
08-AUG-2019,315.1
07-AUG-2019,322.6
06-AUG-2019,319.2
05-AUG-2019,320.4
02-AUG-2019,333.55
01-AUG-2019,338.05
31-JUL-2019,353.55
30-JUL-2019,360.4
29-JUL-2019,375.55
26-JUL-2019,385.6
25-JUL-2019,380.65
24-JUL-2019,377.6
23-JUL-2019,418.2
22-JUL-2019,422.2
19-JUL-2019,421.75
18-JUL-2019,425.15
17-JUL-2019,425.15
16-JUL-2019,420.25
15-JUL-2019,425.05
12-JUL-2019,423.4
11-JUL-2019,417.55
10-JUL-2019,420.75
09-JUL-2019,428.55
08-JUL-2019,428.8
05-JUL-2019,440.0
04-JUL-2019,440.25
03-JUL-2019,439.55
02-JUL-2019,440.6
01-JUL-2019,439.65
28-JUN-2019,440.95
27-JUN-2019,440.0
26-JUN-2019,428.8
25-JUN-2019,415.95
24-JUN-2019,410.45
21-JUN-2019,414.8
20-JUN-2019,416.8
19-JUN-2019,429.55
18-JUN-2019,428.25
17-JUN-2019,424.2
14-JUN-2019,426.95
13-JUN-2019,425.5
12-JUN-2019,434.4
11-JUN-2019,427.75
10-JUN-2019,423.25
07-JUN-2019,429.45
06-JUN-2019,427.1
04-JUN-2019,435.9
03-JUN-2019,444.4
31-MAY-2019,440.5
30-MAY-2019,440.2
29-MAY-2019,442.15
28-MAY-2019,430.3
27-MAY-2019,451.65
24-MAY-2019,423.9
23-MAY-2019,386.25
22-MAY-2019,380.25
21-MAY-2019,365.0
20-MAY-2019,372.45
17-MAY-2019,366.6
16-MAY-2019,366.3
15-MAY-2019,364.8
14-MAY-2019,367.65
13-MAY-2019,373.4
10-MAY-2019,380.85
09-MAY-2019,377.25
08-MAY-2019,386.05
07-MAY-2019,404.3
06-MAY-2019,414.75
03-MAY-2019,424.3
02-MAY-2019,430.05
30-APR-2019,425.4
26-APR-2019,406.7
25-APR-2019,407.4
24-APR-2019,399.85
23-APR-2019,405.0
22-APR-2019,412.45
18-APR-2019,414.15
16-APR-2019,423.3
15-APR-2019,422.6
12-APR-2019,421.25
11-APR-2019,421.25
10-APR-2019,434.45
09-APR-2019,440.3
08-APR-2019,454.5
05-APR-2019,435.5
04-APR-2019,415.05
03-APR-2019,418.25
02-APR-2019,418.0
01-APR-2019,413.4
29-MAR-2019,419.8
28-MAR-2019,417.25
27-MAR-2019,409.05
26-MAR-2019,397.25
25-MAR-2019,391.7
22-MAR-2019,390.7
20-MAR-2019,393.5
19-MAR-2019,387.55
18-MAR-2019,385.0
15-MAR-2019,380.95
14-MAR-2019,384.9
13-MAR-2019,385.85
12-MAR-2019,386.65
11-MAR-2019,367.95
08-MAR-2019,365.0
07-MAR-2019,365.05
06-MAR-2019,359.7
05-MAR-2019,360.45
01-MAR-2019,334.25
28-FEB-2019,325.45
27-FEB-2019,324.05
26-FEB-2019,325.05
25-FEB-2019,320.05
22-FEB-2019,318.45
21-FEB-2019,318.0
20-FEB-2019,310.05
19-FEB-2019,310.2
18-FEB-2019,306.1
15-FEB-2019,316.55
14-FEB-2019,323.4
13-FEB-2019,329.85
12-FEB-2019,315.15
11-FEB-2019,336.15
08-FEB-2019,350.15
07-FEB-2019,347.35
06-FEB-2019,345.2
05-FEB-2019,341.0
04-FEB-2019,336.9
01-FEB-2019,345.15
31-JAN-2019,339.15
30-JAN-2019,337.65
29-JAN-2019,336.6
28-JAN-2019,338.65
25-JAN-2019,344.1
24-JAN-2019,350.25
23-JAN-2019,353.65
22-JAN-2019,368.3
21-JAN-2019,347.35
18-JAN-2019,358.7
17-JAN-2019,367.15
16-JAN-2019,361.55
15-JAN-2019,368.25
14-JAN-2019,364.6
11-JAN-2019,365.4
10-JAN-2019,363.5
09-JAN-2019,366.75
08-JAN-2019,361.15
07-JAN-2019,367.7
04-JAN-2019,360.2
03-JAN-2019,358.35
02-JAN-2019,337.3
01-JAN-2019,329.85
31-DEC-2018,328.7
28-DEC-2018,325.5
27-DEC-2018,322.6
26-DEC-2018,328.55
24-DEC-2018,319.5
21-DEC-2018,329.55
20-DEC-2018,327.55
19-DEC-2018,320.55
18-DEC-2018,309.25
17-DEC-2018,308.65
14-DEC-2018,313.6
13-DEC-2018,309.65
12-DEC-2018,297.15
11-DEC-2018,278.45
10-DEC-2018,275.05
07-DEC-2018,279.55
06-DEC-2018,283.8
05-DEC-2018,289.7
04-DEC-2018,296.85
03-DEC-2018,296.35
30-NOV-2018,295.3
29-NOV-2018,302.15
28-NOV-2018,302.45
27-NOV-2018,305.75
26-NOV-2018,289.8
22-NOV-2018,282.0
21-NOV-2018,291.3
20-NOV-2018,299.1
19-NOV-2018,304.9
16-NOV-2018,300.65
15-NOV-2018,302.9
14-NOV-2018,304.35
13-NOV-2018,312.65
12-NOV-2018,320.6
09-NOV-2018,325.3
07-NOV-2018,329.35
06-NOV-2018,325.45
05-NOV-2018,330.2
02-NOV-2018,346.1
01-NOV-2018,359.7
31-OCT-2018,340.0
30-OCT-2018,339.3
29-OCT-2018,339.05
26-OCT-2018,338.35
25-OCT-2018,331.35
24-OCT-2018,329.15
23-OCT-2018,331.5
22-OCT-2018,347.2
19-OCT-2018,354.9
17-OCT-2018,364.75
16-OCT-2018,360.05
15-OCT-2018,353.3
12-OCT-2018,347.8
11-OCT-2018,344.8
10-OCT-2018,350.95
09-OCT-2018,342.55
08-OCT-2018,347.7
05-OCT-2018,348.85
04-OCT-2018,366.45
03-OCT-2018,379.8
01-OCT-2018,374.4
28-SEP-2018,373.65
27-SEP-2018,398.4
26-SEP-2018,399.55
25-SEP-2018,393.5
24-SEP-2018,411.55
21-SEP-2018,397.85
19-SEP-2018,404.1
18-SEP-2018,418.95
17-SEP-2018,435.45
14-SEP-2018,431.8
12-SEP-2018,426.9
11-SEP-2018,437.3
10-SEP-2018,440.5
07-SEP-2018,446.45
06-SEP-2018,439.85
05-SEP-2018,437.75
04-SEP-2018,448.0
03-SEP-2018,462.1
31-AUG-2018,472.95
30-AUG-2018,479.35
29-AUG-2018,494.2
28-AUG-2018,495.8
27-AUG-2018,495.0
24-AUG-2018,488.85
23-AUG-2018,476.55
21-AUG-2018,459.1
20-AUG-2018,451.4
17-AUG-2018,464.15
16-AUG-2018,466.95
14-AUG-2018,479.4
13-AUG-2018,481.6
10-AUG-2018,480.45
09-AUG-2018,489.45
08-AUG-2018,510.8
07-AUG-2018,523.05
06-AUG-2018,541.75
03-AUG-2018,538.4
02-AUG-2018,537.4
01-AUG-2018,544.9
31-JUL-2018,546.35
30-JUL-2018,526.4
27-JUL-2018,493.85
26-JUL-2018,488.75
25-JUL-2018,473.65
