DATE,CLOSE
21-JAN-2020,122.4
20-JAN-2020,126.8
17-JAN-2020,130.3
16-JAN-2020,123.2
15-JAN-2020,111.2
14-JAN-2020,107.5
13-JAN-2020,111.7
10-JAN-2020,113.55
09-JAN-2020,111.75
08-JAN-2020,104.25
07-JAN-2020,108.7
06-JAN-2020,109.0
03-JAN-2020,110.25
02-JAN-2020,104.2
01-JAN-2020,104.25
31-DEC-2019,104.4
30-DEC-2019,100.25
27-DEC-2019,98.8
26-DEC-2019,99.05
24-DEC-2019,98.55
23-DEC-2019,99.1
20-DEC-2019,97.3
19-DEC-2019,98.25
18-DEC-2019,99.55
17-DEC-2019,98.8
16-DEC-2019,99.8
13-DEC-2019,99.7
12-DEC-2019,103.0
11-DEC-2019,101.35
10-DEC-2019,102.95
09-DEC-2019,99.7
06-DEC-2019,100.6
05-DEC-2019,102.4
04-DEC-2019,103.15
03-DEC-2019,102.4
02-DEC-2019,107.65
29-NOV-2019,105.0
28-NOV-2019,103.4
27-NOV-2019,103.1
26-NOV-2019,98.5
25-NOV-2019,100.1
22-NOV-2019,102.7
21-NOV-2019,100.4
20-NOV-2019,98.55
19-NOV-2019,99.6
18-NOV-2019,103.35
15-NOV-2019,101.4
14-NOV-2019,102.0
13-NOV-2019,105.25
11-NOV-2019,109.1
08-NOV-2019,106.15
07-NOV-2019,109.5
06-NOV-2019,113.1
05-NOV-2019,115.75
04-NOV-2019,115.0
01-NOV-2019,113.25
31-OCT-2019,113.15
30-OCT-2019,116.3
29-OCT-2019,117.8
27-OCT-2019,116.35
25-OCT-2019,116.9
24-OCT-2019,116.05
23-OCT-2019,116.05
22-OCT-2019,118.1
18-OCT-2019,118.25
17-OCT-2019,122.0
16-OCT-2019,121.35
15-OCT-2019,122.1
14-OCT-2019,120.3
11-OCT-2019,116.6
10-OCT-2019,116.7
09-OCT-2019,118.4
07-OCT-2019,116.4
04-OCT-2019,116.3
03-OCT-2019,118.05
01-OCT-2019,119.75
30-SEP-2019,126.95
27-SEP-2019,129.85
26-SEP-2019,129.9
25-SEP-2019,130.25
24-SEP-2019,127.6
23-SEP-2019,134.0
20-SEP-2019,129.85
19-SEP-2019,125.15
18-SEP-2019,129.3
17-SEP-2019,129.25
16-SEP-2019,128.9
13-SEP-2019,124.8
12-SEP-2019,124.55
11-SEP-2019,120.55
09-SEP-2019,116.85
06-SEP-2019,116.85
05-SEP-2019,116.9
04-SEP-2019,122.85
03-SEP-2019,119.0
30-AUG-2019,123.55
29-AUG-2019,123.95
28-AUG-2019,124.3
27-AUG-2019,126.8
26-AUG-2019,125.55
23-AUG-2019,124.55
22-AUG-2019,128.25
21-AUG-2019,130.25
20-AUG-2019,132.9
19-AUG-2019,130.95
16-AUG-2019,125.35
14-AUG-2019,129.1
13-AUG-2019,132.45
09-AUG-2019,129.45
08-AUG-2019,133.4
07-AUG-2019,131.65
06-AUG-2019,126.85
05-AUG-2019,123.4
02-AUG-2019,117.1
01-AUG-2019,121.85
31-JUL-2019,133.0
30-JUL-2019,134.95
