DATE,CLOSE
21-JAN-2020,7.0
20-JAN-2020,6.9
16-JAN-2020,6.65
15-JAN-2020,6.75
14-JAN-2020,7.05
13-JAN-2020,7.1
10-JAN-2020,6.8
09-JAN-2020,6.5
08-JAN-2020,6.2
07-JAN-2020,6.4
06-JAN-2020,6.15
03-JAN-2020,6.15
02-JAN-2020,5.95
01-JAN-2020,6.0
31-DEC-2019,6.0
30-DEC-2019,5.75
27-DEC-2019,5.95
26-DEC-2019,5.9
20-DEC-2019,5.75
19-DEC-2019,5.9
18-DEC-2019,5.65
17-DEC-2019,5.75
16-DEC-2019,5.7
13-DEC-2019,5.65
12-DEC-2019,5.9
09-DEC-2019,5.65
06-DEC-2019,5.65
05-DEC-2019,5.65
04-DEC-2019,5.65
03-DEC-2019,5.85
02-DEC-2019,5.85
29-NOV-2019,5.85
28-NOV-2019,6.15
27-NOV-2019,6.15
26-NOV-2019,6.15
25-NOV-2019,6.3
22-NOV-2019,6.5
21-NOV-2019,6.2
20-NOV-2019,6.2
19-NOV-2019,6.2
18-NOV-2019,6.2
15-NOV-2019,6.25
14-NOV-2019,6.45
13-NOV-2019,6.55
11-NOV-2019,6.3
08-NOV-2019,6.3
07-NOV-2019,6.3
06-NOV-2019,6.55
05-NOV-2019,6.5
04-NOV-2019,6.5
01-NOV-2019,6.2
31-OCT-2019,6.2
30-OCT-2019,6.2
24-OCT-2019,6.2
23-OCT-2019,6.4
22-OCT-2019,6.3
18-OCT-2019,6.2
17-OCT-2019,6.15
16-OCT-2019,5.9
15-OCT-2019,6.2
11-OCT-2019,6.2
07-OCT-2019,6.5
04-OCT-2019,6.5
03-OCT-2019,6.2
01-OCT-2019,5.95
26-SEP-2019,5.7
25-SEP-2019,6.0
23-SEP-2019,6.1
19-SEP-2019,5.85
18-SEP-2019,5.85
16-SEP-2019,6.15
13-SEP-2019,6.15
12-SEP-2019,6.15
06-SEP-2019,5.9
04-SEP-2019,6.1
03-SEP-2019,6.3
30-AUG-2019,6.3
27-AUG-2019,6.0
26-AUG-2019,5.75
23-AUG-2019,5.5
22-AUG-2019,5.7
21-AUG-2019,5.55
20-AUG-2019,6.1
19-AUG-2019,6.6
16-AUG-2019,7.2
14-AUG-2019,7.45
13-AUG-2019,6.8
08-AUG-2019,6.8
07-AUG-2019,7.0
06-AUG-2019,7.7
02-AUG-2019,7.6
01-AUG-2019,7.25
30-JUL-2019,7.6
29-JUL-2019,7.6
26-JUL-2019,7.85
25-JUL-2019,7.5
24-JUL-2019,7.85
23-JUL-2019,7.9
22-JUL-2019,7.95
19-JUL-2019,7.8
18-JUL-2019,7.95
17-JUL-2019,7.9
16-JUL-2019,7.55
15-JUL-2019,7.9
12-JUL-2019,8.3
11-JUL-2019,8.2
10-JUL-2019,8.25
09-JUL-2019,8.3
08-JUL-2019,8.3
05-JUL-2019,8.35
04-JUL-2019,8.4
03-JUL-2019,8.75
02-JUL-2019,8.8
01-JUL-2019,8.85
28-JUN-2019,8.45
27-JUN-2019,8.8
24-JUN-2019,8.8
21-JUN-2019,8.4
20-JUN-2019,8.5
19-JUN-2019,8.9
18-JUN-2019,8.9
17-JUN-2019,9.25
14-JUN-2019,9.2
13-JUN-2019,9.6
12-JUN-2019,9.9
11-JUN-2019,9.5
10-JUN-2019,9.95
07-JUN-2019,9.5
04-JUN-2019,10.0
03-JUN-2019,10.0
31-MAY-2019,10.45
30-MAY-2019,10.45
29-MAY-2019,10.6
28-MAY-2019,10.6
27-MAY-2019,10.85
24-MAY-2019,10.85
23-MAY-2019,10.9
22-MAY-2019,10.65
21-MAY-2019,10.15
20-MAY-2019,10.55
17-MAY-2019,10.05
16-MAY-2019,10.15
15-MAY-2019,10.5
14-MAY-2019,11.05
