DATE,CLOSE
21-JAN-2020,8993.7
20-JAN-2020,8958.65
17-JAN-2020,8634.85
16-JAN-2020,8445.6
15-JAN-2020,8441.35
14-JAN-2020,8332.35
13-JAN-2020,8365.65
10-JAN-2020,8414.9
09-JAN-2020,8301.25
08-JAN-2020,8257.05
07-JAN-2020,8292.4
06-JAN-2020,8267.65
03-JAN-2020,8336.4
02-JAN-2020,8384.15
01-JAN-2020,8393.6
31-DEC-2019,8315.2
30-DEC-2019,8383.95
27-DEC-2019,8323.6
26-DEC-2019,8345.5
24-DEC-2019,8303.8
23-DEC-2019,8281.25
20-DEC-2019,8400.55
19-DEC-2019,8390.0
18-DEC-2019,8463.95
17-DEC-2019,8369.2
16-DEC-2019,8345.75
13-DEC-2019,8426.95
12-DEC-2019,8223.35
11-DEC-2019,8220.7
10-DEC-2019,8196.6
09-DEC-2019,8382.0
06-DEC-2019,8326.25
05-DEC-2019,8407.0
04-DEC-2019,8509.3
03-DEC-2019,8344.5
02-DEC-2019,8567.5
29-NOV-2019,8633.6
28-NOV-2019,8678.95
27-NOV-2019,8738.9
26-NOV-2019,8707.75
25-NOV-2019,8725.55
22-NOV-2019,8512.25
21-NOV-2019,8727.95
20-NOV-2019,8884.7
19-NOV-2019,9079.95
18-NOV-2019,9125.8
15-NOV-2019,9319.3
14-NOV-2019,9236.4
13-NOV-2019,9201.4
11-NOV-2019,9319.3
08-NOV-2019,9589.85
07-NOV-2019,9316.75
06-NOV-2019,10311.85
05-NOV-2019,10341.45
04-NOV-2019,10446.3
01-NOV-2019,10386.5
31-OCT-2019,10000.0
30-OCT-2019,10001.4
29-OCT-2019,10007.15
27-OCT-2019,9990.05
25-OCT-2019,9931.6
24-OCT-2019,9924.65
23-OCT-2019,10038.7
22-OCT-2019,10049.95
18-OCT-2019,10001.25
17-OCT-2019,10014.95
16-OCT-2019,10104.3
15-OCT-2019,10106.7
14-OCT-2019,9939.9
11-OCT-2019,9922.0
10-OCT-2019,9993.55
09-OCT-2019,10049.0
07-OCT-2019,9796.8
04-OCT-2019,9585.15
03-OCT-2019,9584.2
01-OCT-2019,9702.55
30-SEP-2019,9696.65
27-SEP-2019,9633.45
26-SEP-2019,9887.9
25-SEP-2019,9387.3
24-SEP-2019,9599.65
23-SEP-2019,9291.0
20-SEP-2019,9181.2
19-SEP-2019,8322.45
18-SEP-2019,8418.8
17-SEP-2019,8305.0
16-SEP-2019,8341.6
13-SEP-2019,8392.15
12-SEP-2019,8353.6
11-SEP-2019,8434.95
09-SEP-2019,8451.1
06-SEP-2019,8301.0
05-SEP-2019,8292.1
04-SEP-2019,8385.6
03-SEP-2019,8258.9
30-AUG-2019,8328.4
29-AUG-2019,8305.05
28-AUG-2019,8365.2
27-AUG-2019,8425.8
26-AUG-2019,8369.15
23-AUG-2019,8321.5
22-AUG-2019,8523.2
21-AUG-2019,8609.8
20-AUG-2019,8659.85
19-AUG-2019,8702.05
16-AUG-2019,8605.1
14-AUG-2019,8577.2
13-AUG-2019,8535.75
09-AUG-2019,8632.5
08-AUG-2019,8604.0
07-AUG-2019,8841.25
06-AUG-2019,8606.75
05-AUG-2019,8402.35
02-AUG-2019,8617.35
01-AUG-2019,8510.3
31-JUL-2019,8376.1
30-JUL-2019,8312.45
29-JUL-2019,8300.0
26-JUL-2019,8405.45
25-JUL-2019,8328.25
24-JUL-2019,8351.0
23-JUL-2019,8485.0
22-JUL-2019,8269.2
19-JUL-2019,8502.9
18-JUL-2019,8585.05
17-JUL-2019,8761.9
16-JUL-2019,8930.4
15-JUL-2019,9028.05
12-JUL-2019,8934.8
11-JUL-2019,9032.45
10-JUL-2019,9578.95
09-JUL-2019,8577.7
08-JUL-2019,8793.75
05-JUL-2019,9028.55
04-JUL-2019,9101.0
03-JUL-2019,9037.65
02-JUL-2019,8990.7
01-JUL-2019,9161.95
28-JUN-2019,9391.1
27-JUN-2019,9476.7
26-JUN-2019,9450.85
25-JUN-2019,9564.25
24-JUN-2019,9503.2
21-JUN-2019,9397.4
20-JUN-2019,9081.35
19-JUN-2019,8801.35
18-JUN-2019,8739.9
17-JUN-2019,8462.2
14-JUN-2019,8350.0
13-JUN-2019,8364.7
12-JUN-2019,8216.2
11-JUN-2019,8194.6
10-JUN-2019,8150.0
07-JUN-2019,8158.3
06-JUN-2019,8189.4
04-JUN-2019,8151.6
03-JUN-2019,8111.75
31-MAY-2019,8306.0
30-MAY-2019,8255.35
29-MAY-2019,8238.75
28-MAY-2019,8248.1
27-MAY-2019,8006.85
24-MAY-2019,8229.65
23-MAY-2019,8098.05
22-MAY-2019,8318.1
21-MAY-2019,8363.75
20-MAY-2019,8403.85
17-MAY-2019,8434.55
16-MAY-2019,8543.0
15-MAY-2019,8630.35
14-MAY-2019,8620.0
13-MAY-2019,8679.65
10-MAY-2019,8764.45
09-MAY-2019,8750.05
08-MAY-2019,8770.65
07-MAY-2019,8750.25
06-MAY-2019,8700.0
03-MAY-2019,8767.2
02-MAY-2019,8711.1
30-APR-2019,8731.35
26-APR-2019,8838.25
25-APR-2019,8725.25
24-APR-2019,8725.65
23-APR-2019,8775.1
22-APR-2019,8733.0
18-APR-2019,8655.1
16-APR-2019,8598.1
15-APR-2019,8483.0
12-APR-2019,8453.95
11-APR-2019,8463.0
10-APR-2019,8433.95
09-APR-2019,8456.7
08-APR-2019,8478.25
05-APR-2019,8460.4
04-APR-2019,8496.3
03-APR-2019,8520.9
02-APR-2019,8591.85
01-APR-2019,8565.55
29-MAR-2019,8444.75
28-MAR-2019,8510.35
27-MAR-2019,8226.55
26-MAR-2019,8395.35
25-MAR-2019,8398.2
22-MAR-2019,8350.4
20-MAR-2019,8368.25
19-MAR-2019,8350.6
18-MAR-2019,8393.8
15-MAR-2019,8400.75
14-MAR-2019,8371.6
13-MAR-2019,8389.95
12-MAR-2019,8446.2
11-MAR-2019,8408.45
08-MAR-2019,8397.9
07-MAR-2019,8408.4
06-MAR-2019,8492.5
05-MAR-2019,8142.0
01-MAR-2019,8095.0
28-FEB-2019,7943.25
27-FEB-2019,7779.4
26-FEB-2019,7816.95
25-FEB-2019,7937.5
22-FEB-2019,7687.25
21-FEB-2019,7695.1
20-FEB-2019,7652.45
19-FEB-2019,7619.9
18-FEB-2019,7611.9
15-FEB-2019,7745.8
14-FEB-2019,8061.7
13-FEB-2019,7623.5
12-FEB-2019,7684.75
11-FEB-2019,7802.9
08-FEB-2019,8022.25
07-FEB-2019,8080.5
06-FEB-2019,8141.1
05-FEB-2019,8092.85
04-FEB-2019,8189.2
01-FEB-2019,8198.35
31-JAN-2019,8164.25
30-JAN-2019,8054.6
29-JAN-2019,8049.55
28-JAN-2019,7995.9
25-JAN-2019,8041.05
24-JAN-2019,8050.35
23-JAN-2019,8021.05
22-JAN-2019,8046.15
21-JAN-2019,8143.15
18-JAN-2019,8270.05
17-JAN-2019,8512.5
16-JAN-2019,8499.95
15-JAN-2019,8533.25
14-JAN-2019,8659.45
11-JAN-2019,8799.9
10-JAN-2019,8705.4
09-JAN-2019,8725.25
08-JAN-2019,8719.35
07-JAN-2019,8918.9
04-JAN-2019,8612.35
03-JAN-2019,8764.85
02-JAN-2019,8885.9
01-JAN-2019,8889.75
31-DEC-2018,8921.8
28-DEC-2018,8943.9
27-DEC-2018,8902.3
26-DEC-2018,8718.05
24-DEC-2018,8824.4
21-DEC-2018,8900.75
20-DEC-2018,9001.0
19-DEC-2018,9110.2
18-DEC-2018,8989.15
17-DEC-2018,9099.5
14-DEC-2018,9200.0
13-DEC-2018,9283.4
12-DEC-2018,8358.55
11-DEC-2018,8266.55
10-DEC-2018,8301.2
07-DEC-2018,8259.4
06-DEC-2018,8367.7
05-DEC-2018,8304.35
04-DEC-2018,8315.0
03-DEC-2018,8396.45
30-NOV-2018,8368.85
29-NOV-2018,8127.05
28-NOV-2018,8098.75
27-NOV-2018,8204.8
26-NOV-2018,8193.0
22-NOV-2018,8176.9
21-NOV-2018,8166.35
20-NOV-2018,8231.4
19-NOV-2018,8226.2
16-NOV-2018,8111.9
15-NOV-2018,8157.6
14-NOV-2018,8282.75
13-NOV-2018,8523.65
12-NOV-2018,8797.15
09-NOV-2018,8846.0
07-NOV-2018,8530.45
06-NOV-2018,8409.95
05-NOV-2018,8564.55
02-NOV-2018,8497.4
01-NOV-2018,8247.3
31-OCT-2018,8136.7
30-OCT-2018,8068.25
29-OCT-2018,8160.75
26-OCT-2018,7989.35
25-OCT-2018,8075.4
24-OCT-2018,8061.3
23-OCT-2018,8066.35
22-OCT-2018,8168.5
19-OCT-2018,8213.2
17-OCT-2018,8636.6
16-OCT-2018,9012.95
15-OCT-2018,9189.6
12-OCT-2018,9075.0
11-OCT-2018,8804.75
10-OCT-2018,8463.45
09-OCT-2018,7789.2
08-OCT-2018,7712.4
05-OCT-2018,7818.6
04-OCT-2018,8071.6
03-OCT-2018,8019.6
01-OCT-2018,8055.5
28-SEP-2018,8427.65
27-SEP-2018,8778.05
26-SEP-2018,8878.3
25-SEP-2018,8915.7
24-SEP-2018,9181.9
21-SEP-2018,9467.3
19-SEP-2018,9653.35
18-SEP-2018,10028.75
17-SEP-2018,9686.2
14-SEP-2018,9854.2
12-SEP-2018,9789.35
11-SEP-2018,9930.45
10-SEP-2018,10193.25
07-SEP-2018,10411.8
06-SEP-2018,10383.35
05-SEP-2018,9985.15
04-SEP-2018,9824.0
03-SEP-2018,10419.65
31-AUG-2018,11091.0
30-AUG-2018,10196.8
29-AUG-2018,9923.15
28-AUG-2018,9051.35
27-AUG-2018,8962.9
24-AUG-2018,8801.4
23-AUG-2018,8459.35
21-AUG-2018,8510.1
20-AUG-2018,8597.85
17-AUG-2018,8484.6
16-AUG-2018,8419.15
14-AUG-2018,8408.55
13-AUG-2018,8312.8
10-AUG-2018,8412.15
09-AUG-2018,8750.9
08-AUG-2018,8353.85
07-AUG-2018,8249.65
06-AUG-2018,8353.85
03-AUG-2018,8518.65
02-AUG-2018,8199.6
01-AUG-2018,8126.05
31-JUL-2018,8217.45
30-JUL-2018,8045.4
27-JUL-2018,7723.35
26-JUL-2018,7779.7
25-JUL-2018,7886.9
